logo,title,company,location,min_company_size,max_company_size,type_of_work,requirement,job_level,description,min_work_experience,max_work_experience,qualification,currency,min_salary,max_salary,time,link
,KASIR,Foodcourt Pondok 4 & Mini Sooccer,Banjarbaru,0,0,Penuh Waktu,"Penjualan / Pemasaran ,  Penjualan Ritel",Pegawai (non-manajemen & non-supervisor),"Kualifikasi Pekerjaan Usia 19-25 tahun Berpengalaman/bisa membuat aneka minuman lebih disukai Bisa bekerja Shift Domisili Banjarbaru- Mtp lebih diutamakan Lulusan SLTA atau SMK Boga/Perhotelan Fresh Graduate dipersilahkan melamar Deskripsi pekerjaan Menangani semua transaksi dengan mesin kasir. Memastikan bahwa harga makanan di masukan dengan benar. Merekap semua transaksi saat tutup operasional. Berkoordinasi dengan atasan untuk segala bentuk laporan keuangan. Menghitung uang (sales, petty cash, dll) pada saat opening dan closing.",0,0,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",,0,0,28/12/2022 11:08:34,https://www.jobstreet.co.id/id/job/kasir-4160266?jobId=jobstreet-id-job-4160266&sectionRank=17915&token=0~fe1a9804-4f5f-40eb-aabd-add63cab3686&fr=SRP%20Job%20Listing
https://jobindo.com/mobile/thumbnails/14251212.jpg,SPG,Quick & Easy,Seluruh Indonesia,0,0,,"Persyaratan 
 Wanita, Max 30 tahun 
 Berpenampilan menarik 
 Berat badan proporsional 
 Punya pengalaman SPG (Diutamakan)",,,0,2,Diploma 3 ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-spg-31722.html
https://jobindo.com/mobile/thumbnails/81286911.jpg,Staff Desk Collection,PT.PANGU,"Tangerang, Banten",0,0,,"Persyaratan 
 Pria / Wanita 
 Min.Lulusan SMU / SMK 
 Berkomunikasi dengan baik 
 Menyukai pekerjaan yang berorientasi pada target",,"
 Deskripsi Pekerjaan
Melakukan Penagihan Tunggakan Pinjaman Customer melalui Telepon

",0,2,SLTA/Sederajat ,,0,0,26/11/2018 16:05:00,https://jobindo.com/Lowongan-Pekerjaan-staff-desk-collection-40915.html
https://jobindo.com/mobile/thumbnails/40302125.jpg,Marketing,PT Pangan Indo Laras,"Jakarta Selatan, DKI Jakarta",0,0,,"Persyaratan 
 Pria/Wanita 
 Usia 18 - 30 thn 
 Min Diploma 
 Diutamakan aktif berbahasa inggris 
 Menarik 
 Energic, Smart, Hobi Jualan, pintar komunikasi, jujur& SIAP Mengikuti seluruh peraturan yang ada 
 Sangat berpengalaman di sales/marketing dan Berhasil 
 Siap dengan Target & Tekanan 
 Punya kendaraan pribadi minimal motor 
 Pribadi yg baik, supel & senang bertemu orang 
 Kreatif dalam berpromosi di sosial media atau lainnya 
 Senang bekerja dilapangan",,,0,2,Diploma 3 ,,0,0,17/02/2018 14:12:00,https://jobindo.com/Lowongan-Pekerjaan-marketing-29993.html
https://jobindo.com/mobile/thumbnails/15222821.jpg,Admin Operational,PT. Mitra Insan Sejahtera,Seluruh Indonesia,0,0,,"Persyaratan 
 Wanita 
 Max. 26 tahun 
 Min D3 Segala Jurusan.",,"
 Deskripsi Pekerjaan
Memberikan konsultasi kepada customer tentang produk kesehatan : obat, vitamin/ suplemen, alat kesehatan
Mencapai komitmen sales yg disepakati dg atasan supaya mencapai Growth24 yg positif
Memperhatikan ketersediaan stok barang dan melakukan retur barang selama masih dalam periode yg bisa diterima oleh gudang atau supplier.
 ",0,2,Diploma 3 ,,0,0,21/01/2020 11:35:00,https://jobindo.com/Lowongan-Pekerjaan-admin-operational-51683.html
https://image-service-cdn.seek.com.au/8ea4c0858271e82c429aa916e1f583796272e32d/a868bcb8fbb284f4e8301904535744d488ea93c1,Accounting & Tax Consultant Staff,PT. PHOENIX STRATEGY INDONESIA,Jakarta Selatan,51,200,Penuh Waktu,"Akuntansi / Keuangan ,  Audit & Pajak",Pegawai (non-manajemen & non-supervisor),"Record journal all daily transactions to system. Control and follow up all data receiving from clients. Prepare general ledger. Prepare financial statement (balance sheet, profit, and loss, statement of equity). Analyze financial statements and review. Preparing calculation income tax for corporate and individual. General Requirements: Bachelor degree (S1) in Accounting-Tax from a fully accredited university. At least 1 Year(s) of working experience in the related field is required for this position. Required Skill(s): Accurate, MYOB, ESPT Application. Preferably Staff (non-management & non-supervisor) specialized in Finance - Audit/Taxation or equivalent. Fluent in English, both oral and written. Able to work under deadline and result-oriented. Critical, have strong analytical thinking, and good dedication. Perform for Submission Tax Report and annual Report Income Tax.",1,0,Sarjana (S1),,0,0,13/12/2022 06:30:48,https://www.jobstreet.co.id/id/job/accounting-tax-consultant-staff-4142168?jobId=jobstreet-id-job-4142168&sectionRank=26924&token=0~6c315a98-6bbf-49bc-a855-618398ccc438&fr=SRP%20Job%20Listing
https://jobindo.com/mobile/thumbnails/34852002.jpg,Sales HCO,PT TIRTA AMARTA,"Jakarta Utara, DKI Jakarta",0,0,,"Persyaratan 
 Laki-Laki 
 Usia minimal 25 tahun 
 Pendidikan S1 semua jurusan 
 Pengalaman dibidangnya min 2 tahun 
 Komunikatif 
 Energik dan menguasai wilayah Jakarta Raya",,"
 Deskripsi Pekerjaan
Menjual dan memasarkan produk
Memaintenance Customer dengan baik

",2,5,Sarjana ,,0,0,02/03/2017 16:59:00,https://jobindo.com/Lowongan-Pekerjaan-sales-hco-17067.html
https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/59747b239c9df224efcf38dd12f111ae.jpg,SPV PURCASHING ,PT Cobas Perkakas Jaya (CobasStore),Jakarta,0,0,Penuh Waktu,Finance | Skills Supervisory Skills Berkomunikasi Dengan Baik Koordinasi Tim,,"Deskripsi pekerjaan SPV PURCASHING  PT Cobas Perkakas Jaya (CobasStore) Melakukan pengecekan terhadap pembelian barang sesuai dengan kebutuhan yang tepat dengan anggaran yang sudah di anggarkan bagi Perusahaan. Mengadakan pengecheckan seluruh request atau orderan atas permohonan barang yang di ajukan dari beberapa Divisi atau Departement. Melaksanakan proses pembelian, permintaan, negosiasi harga barang, menyediakan perlengkapan adminstrasi & mengontriol akurasi pembelian barang itu. Membukukan keadaan Supplier Barang seperti nilai barang, kecakapan Supplier di dalam bekerja sama, metode pengiriman yang tepat atau tidak, kualitas barang yang di jual, dan lain sebagainya. Mengadakan pendataan untuk melakukan pengecheckan & rekap pembelian barang setiap bulan untuk di lakukan penganalisaan apakah mungkin budget pembelian peralatan nyambung dengan perkiraan perusahaan. Melaksanakan pembayaran atas barang yang di belanjakan dan setiap pengeluaran budget selalu di lakukan inventarisasi. Melaksanakan harmonisasi dan hubungan dengan Divisi lainnya yang menjalankan Order barang mengenai kesesuain perincian barang yang mungkin di order, harga produk dan waktu pengangkutan dari Vendor. Mengadakan pengecheckan instruksi lainnya yang bersinggungan dengan permasalah yang terdapat pada adminsitrasi Purchasing",1,3,,,0,0,01/01/1970 00:00:00,https://glints.com/id/opportunities/jobs/spv-purcashing/33aa8903-a360-4955-b1ba-a4836b049446
https://jobindo.com/mobile/thumbnails/35868468.jpg,Customer Service,PT. Home System Indonesia,"Surabaya, Jawa Timur",0,0,,"Persyaratan 
 Pria / Wanita Min. 22 thn 
 Pendidikan Min. D1 
 Pengalaman Mn. 2 th 
 Mampu mengoperasikan komputer (Ms. Word/excel) 
 Memiliki kemampuan komunikasi yang baik 
 Mempunyai integritas dan interpersonal skill yang bagus",,"
 Deskripsi Pekerjaan
Melakukan komunikasi yang baik dan sopan dengan customer
Menjaga nama baik perusahaan dalam bekerja dan berhubungan dengan custome
Melayani telepon masuk dan permintaan pelanggan secara online.
Mampu menyelesaikan semua administrasi yang diperlukan sesuai target yg telah ditentukan
Mampu mengembangkan kemampuan diri dan menerima masukan yg diberikan oleh atasan
Mampu mengontrol pending pekerjaan yg ada hingga tuntas dan tepat waktu
Mampu membuat laporan aktivitas yg telah dikerjakan setiap hari, sehingga bisa terukur produktivitasnya
Mampu melayani customer sesuai SOP yang berlaku, sehingga kepuasan customer bisa tercapai.
 ",0,2,Diploma 3 ,,0,0,22/08/2017 15:28:00,https://jobindo.com/Lowongan-Pekerjaan-customer-service-23159.html
https://jobindo.com/mobile/thumbnails/67229066.jpg,Bancassurance Officer - Bekasi,PT.Panin Dai-Ichi Life,"Bekasi, Jawa Barat",0,0,,"Persyaratan Tugas dan Tanggung Jawab 
 
 Melakukan aktivitas pemasaran produk asuransi jiwa di dalam industri Bancassuarace 
 Membina dan melakukan hubungan profesional denhan karyawan dan nasabah bank 
 Melakukan kegiatan after selling (follow up nasabah , reporting, submit case, kelengkapan data nasabah ,medical,dan lainya) 
 
 Persyaratan 
 
 Pria /Wanita ,Usia maksimal 30 tahun 
 Memiliki minimal 1 tahun pengalaman sebagai tenaga pemasaran 
 Lulusan D3/S1 semua jurusan 
 fresh graduates dengan memiliki jiwa pemasaran/sales 
 Komunikatif 
 Berpenampilan menarik",,,0,2,Sarjana ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-bancassurance-officer-bekasi-4259.html
https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/44efe28592d56d332b346654703e94de.png,Management  Trainee for Sales,Pt. Quadra Dinamika Internasional,"Kembangan, Jakarta",0,0,Penuh Waktu,Business Development / Sales | Skills Sales and Marketing Sales Presentations Good Communication Skills,,"Deskripsi pekerjaan Management  Trainee for Sales Pt. Quadra Dinamika Internasional Requirements: Maximum age 25 years old Fresh Graduate with a Bachelor Degree majoring in Engineering, Architect/Interior Design, Economic/Management, or related background from reputable Universities (1-2 years experience are welcomed) Minimum GPA: 3.25 Excellent in oral and written English Have a good communication skill and conceptual thinking to create breakthrough Proven leadership and organizational experience Exhibit good interpersonal skills Willing to follow a mentoring and comprehensive leadership program Willing to be located all over Indonesia Program will start at March 2023",0,1,,,0,0,01/01/1970 00:00:00,https://glints.com/id/opportunities/jobs/management-trainee-for-sales/bca7c4a4-2309-4090-b148-92a35ce615b9
https://jobindo.com/mobile/thumbnails/10564617.jpg,Sales Alat Kesehatan (Nusa Tenggara),PT Home Credit Indonesia,"Bima, Nusa Tenggara Barat",0,0,,"Persyaratan 
 Pria 
 Usia Maksimal 30 tahun 
 Pendidikan Minimal SMA/D3/S1 
 untuk lulusan SMA wajib memiliki pengalaman di bidan sales minimal 1 tahun 
 untuk lulusan D3/S1 freshgraduate bisa melamar 
 Memiliki kendaraan pribadi 
 memiliki passion di bidang sales dan medis",,"
 Deskripsi Pekerjaan
Mengunjungi rumah sakit untuk menjalin kerja sama dalam pengadaan alat kesehatan
menjalin hubungan yang baik dengan para petugas kesehatan
membuka ruang kepada tim teknisi untuk menjelaskan medical engine kepada para petugas kesehatan
menjalin relasi yang luas di bidang kesehatan

",0,0,Sarjana ,,0,0,11/12/2017 14:38:00,https://jobindo.com/Lowongan-Pekerjaan-sales-alat-kesehatan-27497.html
https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/015351df5070a685e3475ee006050eda.png,Marketing Event Coordinator,PT Alpha Gemilang Makmur,Tangerang,0,0,Penuh Waktu,Marketing | Skills Networking Familiar With Gmeet Negotiation Skills Familiar With Zoom Microsoft Office Good Communication Skills Flexibility/adaptability,,Deskripsi pekerjaan Marketing Event Coordinator PT Alpha Gemilang Makmur 1. Membuat ide kreatif untuk perencanaan event dan implementasi event. 2. Membuat laporan event. 3. Mengeksplorasi dan mengidentifikasi peluang-peluang baru untuk event marketing baik online maupun offline sesuai brand. 4. Mengindentifikasi dan melakukan networking dengan brand tertentu dan vendor untuk keperluan event. 5. Menjalin hubungan baik dengan peserta event 6. Penempatan di Cikupa Tangerang. 7. Diutamakan dapat memilki kendaraan (mobil) menjadi nilai tambah,0,1,,IDR,6.000.000,8.000.000,01/01/1970 00:00:00,https://glints.com/id/opportunities/jobs/marketing-event-coordinator/0292fb87-e888-452c-b95a-b98cf002f6b4
https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/0183bc6b65804fcbb9f4ffec3dc7997b.jpg,Frontend Engineer,PT Tricada Intronik,Bandung,0,0,Penuh Waktu,Software Engineering | Skills JavaScript ReactJS React Native,,"Deskripsi pekerjaan Frontend Engineer PT Tricada Intronik What will you do: Design and implement user interface components for JavaScript-based web and mobile applications using React ecosystem Coordinate with cross-functional teams (i.e., Product Solution Architect, Senior Frontend Engineer, Busines Analyst, Data Engineering, and QA) on project and product planning and execution Research and adapt to evolving technology trends in web engineering to enhance product quality Ensure the technical feasibility of UI/UX designs Work with native modules as and when required Create front-end modules with maximum code re-usability and efficiency Implement clean, smooth animations to provide an excellent user interface Work with third-party dependencies and APIs Work with Redux architecture to improve the performance of the websites/mobile apps Requirements: Bachelor’s degree in computer science, information technology, or a similar field Significant experience working with React web and mobile along with tools like Flux, Flow, Redux, etc. At least one year of experience in software development as a react native developer and a react.js developer In-depth knowledge of JavaScript, CSS, HTML, functional programming, and front-end languages Strong understanding of React fundamentals such as Virtual DOM, component lifecycle, and component state A complete understanding of the entire mobile app development life-cycle right from prototyping Knowledge of type checking, unit testing, typescript, prop types, and code debugging Experience working with REST APIs, document request models, offline storage, and third-party libraries Knowledge of user interface design and responsive designs Well-versed in a variety of React Native software and technologies such as Jest, Enzyme, ESLint, and so on Familiar with CI/CD tooling and infrastructure (Jenkins, Gitlab CI) is a plus A plus is familiar with virtualization, containerization, and orchestration technologies (Docker, Kubernetes). Placement : Onsite working in Bandung.",0,1,,,0,0,01/01/1970 00:00:00,https://glints.com/id/opportunities/jobs/frontend-engineer/7a3a5c41-50cd-457b-9ef7-78db8d5f1273
,Crew Cafe,Jawara Cafe Trenggalek,Jawa Timur,0,0,Penuh Waktu,"Hotel/Restoran ,  Makanan/Minuman/Pelayanan Restoran",Pegawai (non-manajemen & non-supervisor),"Kualifikasi : Pendidikan minimal SMA atau SMK Minimal usia 19 s/d maksimal usia 30 tahun Bertanggung jawab, jujur dan niat bekerja Bisa mengaji (jika belum bisa maka akan di ajari sampai bisa) Memiliki niat bekerja dengan sungguh-sungguh Domisili Tulungagung",0,0,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",,0,0,26/12/2022 03:47:46,https://www.jobstreet.co.id/id/job/crew-cafe-4156462?jobId=jobstreet-id-job-4156462&sectionRank=22595&token=0~b2705621-4edc-404b-a7ff-7f3ad6d09e2c&fr=SRP%20Job%20Listing
https://jobindo.com/mobile/thumbnails/43933381.jpg,Office Boy (Surabaya),PT. Estetika Dermato Center,"Surabaya, Jawa Timur",0,0,,"Persyaratan 
 Laki-laki usia max. 40 thn 
 Pendidikan minimal SMA / Sederajat 
 Pengalaman minimal 1 tahun sebagai Office Boy / Cleaning Service 
 Diutamakan berdomisili di Surabaya 
 Mampu berkomunikasi dengan baik, jujur, dan loyalitas tinggi 
 Mengerti tata cara membersihkan dan membersihkan ruangan kantor 
 Mampu menggunakan komputer dan menguasai Microsoft Office menjadi nilai tambah",,"
 Deskripsi Pekerjaan
Menjaga kebersihan dan kerapihan kantor
Memelihara peralatan dan perlengkapan yang ada di dalam kantor

",0,2,SLTA/Sederajat ,,0,0,24/02/2018 16:05:00,https://jobindo.com/Lowongan-Pekerjaan-office-boy-surabaya-30357.html
https://jobindo.com/mobile/thumbnails/15222821.jpg,Health Advisor,PT. Mitra Insan Sejahtera,Seluruh Indonesia,0,0,,"Persyaratan 
 Wanita usia maks 26 tahun 
 Pendidikan min D3 Segala Jurusan,",,"
 Deskripsi Pekerjaan
memberikan konsultasi kepada customer tentang produk kesehatan: obat, vitamin/ suplemen, alat kesehatan,
mencapai komitmen sales yg disepakati dg atasan supaya mencapai Growth24 yg positif,
memperhatikan ketersediaan stok barang: order barang ke gudang atau melakukan retur barang selama masih dalam periode yg bisa diterima oleh gudang atau supplier
 ",0,0,SLTA/Sederajat ,,0,0,13/11/2019 14:26:00,https://jobindo.com/Lowongan-Pekerjaan-health-advisor-50007.html
https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/1c6af191c1b1c87c412444aa60c221b0.jpg,HSE Staff,PT Nexcom Indonesia,"Cilandak, Jakarta",0,0,Penuh Waktu,Other | Skills English Environmental & Occupational Health > HSE Field Work Microsoft Office,,Deskripsi pekerjaan HSE Staff PT Nexcom Indonesia Assessing risk and possible safety hazards of all aspects of operation Creating analytical reports of safety data Responsible for emergency response situation Coordinate with external parties in resolving issues related safety Analyzing inspection result and follow up Ensure all safety officers are carry out their duties properly,0,1,,IDR,4.901.798,5.000.000,01/01/1970 00:00:00,https://glints.com/id/opportunities/jobs/hse-staff/aa55e91e-1060-4cf1-a4d4-1656936e6953
https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/455675512417b5a481df4260fedffdcf.jpg,Full Stack Engineer,Bookandlink,Denpasar,0,0,Penuh Waktu,Software Engineering | Skills JavaScript Mysql Database Php Programming Rest Api & Json iOS Development Php Codeigniter Rest Api Android Development Php Laravel,,"Deskripsi pekerjaan Full Stack Engineer Bookandlink Project Manager with at least 8 Years of Software Development Experience Located in Bali Languages: PHP, JAVA Frontend: VueJS, Angular, HTML5, Javascript Database: MySQL Framework: Code Igniter , Laravel System: AWS REST API, CURL Monitoring Tools",5,10,,IDR,8.000.000,15.000.000,01/01/1970 00:00:00,https://glints.com/id/opportunities/jobs/full-stack-engineer/5f88f68d-dfa8-4c21-9b9c-783c7ad73e47
https://jobindo.com/mobile/thumbnails/46255429.jpg,"Vacancy at IOM – Programme Assistant I (Operations), Pekanbaru",International Organization for Migration,"Pekanbaru, Riau",0,0,,"Persyaratan 
 
 University Degree in Law, Economics, Psychology, Counselling, Social Science, Communications, Journalism or other related field from an accredited academic institution with minimum 2 (two) years relevant work experience; or 
 Completed High School degree with at least 4 (four) years in relevant work experience. 
 Indonesian National with good knowledge of, and experience in project implementation and operational. 
 Has work experience in any of these fields, particularly in dealing with migrants. 
 Familiarity with IOM’s administration and project coordination functions. 
 Knowledge in assisting emergency operations activities; 
 Proven ability and experience in liaising with UN, Government Departments/Authorities and other international organizations; 
 Experience in preparing official documentation relating to project document, donor report, administration, procurement, finance and security. 
 Proficient in computer applications: Ms-Office. 
 Fluency inEnglishandBahasa Indonesiais required, both written and spoken.",,"
 Deskripsi PekerjaanUnder direct supervision of the Head of Sub-Office in Pekanbaru, in close coordination with National Programme Officer of Western Region Indonesia for technical guidance and under the overall supervision of HOSO / Programme Coordinator of Western Region Indonesia in Medan, the incumbent will be responsible in performing operations support functions, including assisting the movements and the interceptions or self-report cases in the project site, and other relevant project activities in the Area of Responsibility.
Provide assistance in coordination with local authorities on migrant’s activities in the area of responsibility and inform the Head of Office of any issue of concern that may arise.
Responsible for the care and maintenance of IMs under IOM auspices in his/her area of responsibility and in strict compliance of the agreed IOM Operational Guidelines. Coordinate changes on the migrant’s status with supervisor and colleagues within the unit, handling resettlement and voluntary repatriation on migrant movements to ensure accurate and updated migrants statistics into RAMS
Assist in the monitoring of the migrant’s activities through regular visit in Community Housing and AND-SRS and verify all basic services (accommodation facilities, basic personal supplies and toiletries, water and sanitation, identification cards, transportation requirements) are provided. Coordinate with the Health Care and MHPSS Unit teams to provide to all migrants adequate and appropriate medical services, education, including psychosocial counselling.
Provide counselling to the migrants on their options to enable them to make informed decisions in relation to continued stay in Indonesia or voluntary return to the country of origin. In close coordination with Head of Sub offices, assist in handling resettlement and inform refugees on the AVR Assisted Voluntary Return under regular basis.
Undertake regular visits to accommodation owners and relevant accommodation staff to verify that accommodation for migrants are within the agreed standard. Inform the management of any disputes that may arise between accommodation owners and migrants. Process the payments for accommodation and other service providers used by migrants.
Provide assistance in conducting Migrants community empowerment through community management, voluntary activity, events, capacity building, awareness raising and other possible activities.
Arrange local and international movement for migrants in close coordination with RMM Unit in Jakarta and Head of Sub office
In close coordination with Finance Unit, process cash allowances distribution is done in a timely manner and manage the operational expenses and ensure IOM expenditure is based on IOM regulations;
Provide ad hoc activity report to the supervisors.
Perform other duties as may be assigned.
",2,5,Sarjana ,,0,0,21/03/2021 08:50:00,https://jobindo.com/Lowongan-Pekerjaan-vacancy-at-iom-56922.html
https://image-service-cdn.seek.com.au/fb99ecba97dda69ab25087f6011d9b054b64bd26/a868bcb8fbb284f4e8301904535744d488ea93c1,Site Engineer (Civil or Electrical),PT Alam Sutera Realty Tbk,,0,0,,,,,0,0,,,0,0,20/12/2022 03:59:08,https://www.jobstreet.co.id/id/job/site-engineer-civil-or-electrical-4150289?jobId=jobstreet-id-job-4150289&sectionRank=20529&token=0~52cac820-ad68-4430-a56a-615bac55c2e7&fr=SRP%20Job%20Listing
https://jobindo.com/mobile/thumbnails/15222821.jpg,Store Manager (Jabodetabek),PT. Mitra Insan Sejahtera,Seluruh Indonesia,0,0,,"Persyaratan 
 Wanita usia maks.26th 
 Pendidikan min D3 Segala Jurusan",,"
 Deskripsi Pekerjaan
memberikan konsultasi kepada customer tentang produk kesehatan: obat, vitamin/ suplemen, alat kesehatan
mencapai komitmen sales yg disepakati dg atasan supaya mencapai Growth24 yg positif
memperhatikan ketersediaan stok barang dan melakukan retur barang selama masih dalam periode yg bisa diterima oleh gudang atau supplier
 ",2,5,Diploma 3 ,,0,0,24/04/2019 14:40:00,https://jobindo.com/Lowongan-Pekerjaan-store-manager-jabodetabek-45189.html
https://jobindo.com/mobile/thumbnails/463423714.jpg,Finance Administration Senior Staff (Purwakarta dan Sukabumi),PT. Blue Gas Indonesia,"Purwakarta, Jawa Barat",0,0,,"Persyaratan 
 
 Tugas : 
 
 Melakukan pelaksanaan administrasi operasional (Direct Sales dan Collection) 
 Melakukan kontrol biaya terhadap aktivitas operational 
 Mensupport tim operational untuk pengadaan barang dan aset yang dibutuhkan tim operational 
 Melakukan maintance dan pencatatan terhadap stock barang yang ada di gudang 
 
 Kualifikasi : 
 
 Pria, Usia Maksimal 30 tahun 
 Minimal pendidikan D3 Segala jurusan (Diutamakan Accounting dan Management) 
 Berpengalaman staff finance operational sekurang-kurang 1 tahun 
 Berpengalaman menangani bagian gudang 
 Self started, attention to detail, mampu bekerja mandiri dengan minimum supervisi. 
 Penempatan di Purwakarta dan Sukabumi",,,2,5,Diploma 3 ,,0,0,28/03/2016 09:15:00,https://jobindo.com/Lowongan-Pekerjaan-finance-administration-senior-2600.html
https://jobindo.com/mobile/thumbnails/84576865.jpg,Driver Sim A,PT. VICTORIA CARE INDONESIA,"Denpasar, Bali",0,0,,"Persyaratan 
 Pria 
 Berpenampilan menarik 
 Mampu mengendarai kendaraan baik Manual maupun Matic 
 Pendidikan Minimal SMA / SMK 
 Usia maksimal 30 Tahun 
 Wajib memiliki Sim A aktif 
 lebih disukai apabila memiliki SIM B1 
 Memahami wilayah Denpasar - Bali",,,0,2,SLTA/Sederajat ,,0,0,09/06/2018 12:14:00,https://jobindo.com/Lowongan-Pekerjaan-driver-sim-a-34132.html
,"Land Resources, GIS and Mapping Head",Perusahaan Dirahasiakan,Jakarta Pusat,0,0,Penuh Waktu,"Sains ,  Geologi/Geofisika",CEO/GM/Direktur/Manajer Senior,"Kualifikasi: Pendidikan minimal S1 Geografi, Geologi, Geodesi, Kehutanan Memiliki pengalaman minimal 5 tahun sebagai Land Resources, GIS & Mapping Senior Manager dalam bidang perkebunan Memiliki kemampuan dalam menganalisa yang kuat dalam bidang perubahan lahan Mengerti konsep dan menguasai pengolahan data GIS dan Remote Sensing Data Memahami dan menguasai Software UAV Aerial Mapping/Photogrammetry Bersedia ditempatkan di Jakarta Tugas dan Tanggung Jawab Utama: Memeriksa dan menganalisa hasil survey dan pemetaan secara keseluruhan di perusahaa, baik yang terkait pengembangan (pendataan, GRTT, LC dan Tanam) Berkoordinasi dengan departemen GR dalam penyusunan data GRTT, LC, dan Penanaman Mengontroldata GRTT, LC, dan penanaman dan melaporkan kepada Departemen Plantation dan Planning apabila terdapat masalah Menganalisa data pengembangan lahan dan aerial photo mosaicking satellite image pre processing",5,0,Sarjana (S1),,0,0,12/12/2022 07:14:24,https://www.jobstreet.co.id/id/job/land-resources-gis-and-mapping-head-4140560?jobId=jobstreet-id-job-4140560&sectionRank=29324&token=0~a382c650-d973-447a-88da-2a2ef8053181&fr=SRP%20Job%20Listing
https://jobindo.com/mobile/thumbnails/68378458.jpg,Greeter,Karniv.012 Bandung,"Bandung, Jawa Barat",0,0,,"Persyaratan 
 Wanita, 
 umur antara 20 tahun s/d 25 Tahun. 
 Berani berbicara dan berkomunikasi dengan tamu. 
 Memiliki penampilan yang baik dan bisa berdandan.",,"
 Deskripsi Pekerjaan
Menyapa tamu, escorting tamu, personal intouch dan dapat meng-handle reservasi dengan baik.

",0,2,SLTA/Sederajat ,,0,0,19/01/2019 12:54:00,https://jobindo.com/Lowongan-Pekerjaan-greeter-42423.html
https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/5f150c758905ecdff72b5515b49f41b3.jpg,SALES ONLINE,CV. DWI KRAFI,Bekasi,0,0,Penuh Waktu,Business Development / Sales | Skills Direct Sales Sales Presentations Sales Marketing,,"Deskripsi pekerjaan SALES ONLINE CV. DWI KRAFI KUALIFIKASI : Laki-laki / Perempuan, Maksimal usia 30 tahun Familiar atau memiliki pengalaman min. 1 tahun dalam menangani E-Commerce / penjualan online (Shopee, Tokopedia, Tiktok, Lazada, dll) / Fresh Graduate dipersilahkan melamar. Dapat menggunakan komputer minimal Microsoft Office, Excel & Internet Memiliki kemampuan komunikasi yang baik dan mampu menjalin hubungan dengan customer/pembeli SALES ORIENTED, CUSTOMER ORIENTED & DETAIL ORIENTED dan memiliki teknik Closing dan Cross Selling yang baik Memiliki kemampuan mengetik secara cepat Siap bekerja di akhir pekan dan libur nasional Seorang yang detil dan sabar jika menghadapi komplain dari customer/pembeli Diutamakan berdomisili di Bekasi, Jakarta Timur & Jakarta Pusat JOBDESC Membalas Chat dari Customer melalui platform - platform yang sudah menjadi standar perusahaan  Memastikan Customer mendapatkan pelayanan terbaik dari Customer Service  Follow Up Customer yang masih belum memberikan keputusan untuk belanja",1,3,,IDR,3.000.000,3.500.000,01/01/1970 00:00:00,https://glints.com/id/opportunities/jobs/sales-online/20091adb-1563-4d95-9e25-1cf852834a17
https://jobindo.com/mobile/thumbnails/6973525.jpg,Super Mobile Apps Developer,PT. Varnion Technology Semesta,"Yogyakarta, DI Yogyakarta",0,0,,"Persyaratan 
 Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology or equivalent. 
 Understanding and proficient knowledge of mobile apps programming. 
 Understanding of mobile apps development environment. 
 Differentiate multiple delivery platforms from optimizing output to match the specific platform. 
 Understanding of code versioning tools. 
 Work in agile environment. 
 Great adaptability for new knowledge. 
 Pro-active learner. 
 Work under pressure. 
 Willing to stayed in Yogyakarta",,"
 Deskripsi Pekerjaan
Create mobile apps (iOS and Android).
Build re-usable code and library for future use.
Oprimize the apps for max speed and scalability.

",0,2,Sarjana ,,0,0,01/01/1970 00:00:00,https://jobindo.com/Lowongan-Pekerjaan-super-mobile-apps-8451.html
